cycle,component,file,url,required,available,rows,columns,column_names,error
F,diet1,DR1TOT_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DR1TOT_F.xpt,True,True,10253,166,SEQN|WTDRD1|WTDR2D|DR1DRSTZ|DR1EXMER|DRABF|DRDINT|DR1DBIH|DR1DAY|DR1LANG|DR1MNRSP|DR1HELPD|DBQ095Z|DBD100|DRQSPREP|DRQSDIET|DRQSDT1|DRQSDT2|DRQSDT3|DRQSDT4|DRQSDT5|DRQSDT6|DRQSDT7|DRQSDT8|DRQSDT9|DRQSDT10|DRQSDT11|DRQSDT12|DRQSDT91|DR1TNUMF|DR1TKCAL|DR1TPROT|DR1TCARB|DR1TSUGR|DR1TFIBE|DR1TTFAT|DR1TSFAT|DR1TMFAT|DR1TPFAT|DR1TCHOL|DR1TATOC|DR1TATOA|DR1TRET|DR1TVARA|DR1TACAR|DR1TBCAR|DR1TCRYP|DR1TLYCO|DR1TLZ|DR1TVB1|DR1TVB2|DR1TNIAC|DR1TVB6|DR1TFOLA|DR1TFA|DR1TFF|DR1TFDFE|DR1TCHL|DR1TVB12|DR1TB12A|DR1TVC|DR1TVD|DR1TVK|DR1TCALC|DR1TPHOS|DR1TMAGN|DR1TIRON|DR1TZINC|DR1TCOPP|DR1TSODI|DR1TPOTA|DR1TSELE|DR1TCAFF|DR1TTHEO|DR1TALCO|DR1TMOIS|DR1TS040|DR1TS060|DR1TS080|DR1TS100|DR1TS120|DR1TS140|DR1TS160|DR1TS180|DR1TM161|DR1TM181|DR1TM201|DR1TM221|DR1TP182|DR1TP183|DR1TP184|DR1TP204|DR1TP205|DR1TP225|DR1TP226|DR1_300|DR1_320Z|DR1_330Z|DR1BWATZ|DR1TWS|DRD340|DRD350A|DRD350AQ|DRD350B|DRD350BQ|DRD350C|DRD350CQ|DRD350D|DRD350DQ|DRD350E|DRD350EQ|DRD350F|DRD350FQ|DRD350G|DRD350GQ|DRD350H|DRD350HQ|DRD350I|DRD350IQ|DRD350J|DRD350JQ|DRD350K|DRD360|DRD370A|DRD370AQ|DRD370B|DRD370BQ|DRD370C|DRD370CQ|DRD370D|DRD370DQ|DRD370E|DRD370EQ|DRD370F|DRD370FQ|DRD370G|DRD370GQ|DRD370H|DRD370HQ|DRD370I|DRD370IQ|DRD370J|DRD370JQ|DRD370K|DRD370KQ|DRD370L|DRD370LQ|DRD370M|DRD370MQ|DRD370N|DRD370NQ|DRD370O|DRD370OQ|DRD370P|DRD370PQ|DRD370Q|DRD370QQ|DRD370R|DRD370RQ|DRD370S|DRD370SQ|DRD370T|DRD370TQ|DRD370U|DRD370UQ|DRD370V,
F,diet2,DR2TOT_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DR2TOT_F.xpt,True,True,10253,83,SEQN|WTDRD1|WTDR2D|DR2DRSTZ|DR2EXMER|DRABF|DRDINT|DR2DBIH|DR2DAY|DR2LANG|DR2MNRSP|DR2HELPD|DR2TNUMF|DR2TKCAL|DR2TPROT|DR2TCARB|DR2TSUGR|DR2TFIBE|DR2TTFAT|DR2TSFAT|DR2TMFAT|DR2TPFAT|DR2TCHOL|DR2TATOC|DR2TATOA|DR2TRET|DR2TVARA|DR2TACAR|DR2TBCAR|DR2TCRYP|DR2TLYCO|DR2TLZ|DR2TVB1|DR2TVB2|DR2TNIAC|DR2TVB6|DR2TFOLA|DR2TFA|DR2TFF|DR2TFDFE|DR2TCHL|DR2TVB12|DR2TB12A|DR2TVC|DR2TVD|DR2TVK|DR2TCALC|DR2TPHOS|DR2TMAGN|DR2TIRON|DR2TZINC|DR2TCOPP|DR2TSODI|DR2TPOTA|DR2TSELE|DR2TCAFF|DR2TTHEO|DR2TALCO|DR2TMOIS|DR2TS040|DR2TS060|DR2TS080|DR2TS100|DR2TS120|DR2TS140|DR2TS160|DR2TS180|DR2TM161|DR2TM181|DR2TM201|DR2TM221|DR2TP182|DR2TP183|DR2TP184|DR2TP204|DR2TP205|DR2TP225|DR2TP226|DR2_300|DR2_320Z|DR2_330Z|DR2BWATZ|DR2TWS,
F,biochem,BIOPRO_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/BIOPRO_F.xpt,True,True,7369,37,SEQN|LBXSAL|LBDSALSI|LBXSATSI|LBXSASSI|LBXSAPSI|LBXSBU|LBDSBUSI|LBXSCA|LBDSCASI|LBXSCH|LBDSCHSI|LBXSC3SI|LBXSCR|LBDSCRSI|LBXSGTSI|LBXSGL|LBDSGLSI|LBXSIR|LBDSIRSI|LBXSLDSI|LBXSPH|LBDSPHSI|LBXSTB|LBDSTBSI|LBXSTP|LBDSTPSI|LBXSTR|LBDSTRSI|LBXSUA|LBDSUASI|LBXSNASI|LBXSKSI|LBXSCLSI|LBXSOSSI|LBXSGB|LBDSGBSI,
F,rx,RXQ_RX_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RXQ_RX_F.xpt,True,True,20905,7,SEQN|RXDUSE|RXDDRUG|RXDDRGID|RXQSEEN|RXDDAYS|RXDCOUNT,
F,body,BMX_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/BMX_F.xpt,True,True,10253,23,SEQN|BMDSTATS|BMXWT|BMIWT|BMXRECUM|BMIRECUM|BMXHEAD|BMIHEAD|BMXHT|BMIHT|BMXBMI|BMXLEG|BMILEG|BMXARML|BMIARML|BMXARMC|BMIARMC|BMXWAIST|BMIWAIST|BMXTRI|BMITRI|BMXSUB|BMISUB,
F,diabetes,DIQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DIQ_F.xpt,True,True,10109,20,SEQN|DIQ010|DID040|DIQ160|DIQ170|DIQ180|DIQ050|DID060|DIQ060U|DIQ070|DIQ230|DIQ240|DID250|DID260|DIQ260U|DID341|DID350|DIQ350U|DIQ360|DIQ080,
F,medical,MCQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/MCQ_F.xpt,False,True,10109,81,SEQN|MCQ010|MCQ025|MCQ035|MCQ040|MCQ050|MCQ051|MCQ053|MCQ070|MCQ080|MCQ082|MCQ086|MCQ092|MCD093|MCQ140|MCQ149|MCQ160A|MCQ180A|MCQ191|MCQ160N|MCQ180N|MCQ160B|MCQ180B|MCQ160C|MCQ180C|MCQ160D|MCQ180D|MCQ160E|MCQ180E|MCQ160F|MCQ180F|MCQ160G|MCQ180G|MCQ160M|MCQ170M|MCQ180M|MCQ160K|MCQ170K|MCQ180K|MCQ160L|MCQ170L|MCQ180L|MCQ220|MCQ230A|MCQ230B|MCQ230C|MCQ230D|MCQ240A|MCQ240AA|MCQ240B|MCQ240BB|MCQ240C|MCQ240CC|MCQ240D|MCQ240DD|MCQ240DK|MCQ240E|MCQ240F|MCQ240G|MCQ240H|MCQ240I|MCQ240J|MCQ240K|MCQ240L|MCQ240M|MCQ240N|MCQ240O|MCQ240P|MCQ240Q|MCQ240R|MCQ240S|MCQ240T|MCQ240U|MCQ240V|MCQ240W|MCQ240X|MCQ240Y|MCQ240Z|MCQ300A|MCQ300B|MCQ300C,
F,bpq,BPQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/BPQ_F.xpt,False,True,6889,21,SEQN|BPQ020|BPQ030|BPD035|BPQ040A|BPQ050A|BPQ057|BPQ056|BPD058|BPQ059|BPQ060|BPQ070|BPQ080|BPQ090A|BPQ090B|BPQ090C|BPQ090D|BPQ100A|BPQ100B|BPQ100C|BPQ100D,
G,demo,DEMO_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DEMO_G.xpt,True,True,9756,48,SEQN|SDDSRVYR|RIDSTATR|RIAGENDR|RIDAGEYR|RIDAGEMN|RIDRETH1|RIDRETH3|RIDEXMON|RIDEXAGY|RIDEXAGM|DMQMILIZ|DMQADFC|DMDBORN4|DMDCITZN|DMDYRSUS|DMDEDUC3|DMDEDUC2|DMDMARTL|RIDEXPRG|SIALANG|SIAPROXY|SIAINTRP|FIALANG|FIAPROXY|FIAINTRP|MIALANG|MIAPROXY|MIAINTRP|AIALANGA|WTINT2YR|WTMEC2YR|SDMVPSU|SDMVSTRA|INDHHIN2|INDFMIN2|INDFMPIR|DMDHHSIZ|DMDFMSIZ|DMDHHSZA|DMDHHSZB|DMDHHSZE|DMDHRGND|DMDHRAGE|DMDHRBR4|DMDHREDU|DMDHRMAR|DMDHSEDU,
G,diet1,DR1TOT_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR1TOT_G.xpt,True,True,9338,166,SEQN|WTDRD1|WTDR2D|DR1DRSTZ|DR1EXMER|DRABF|DRDINT|DR1DBIH|DR1DAY|DR1LANG|DR1MNRSP|DR1HELPD|DBQ095Z|DBD100|DRQSPREP|DRQSDIET|DRQSDT1|DRQSDT2|DRQSDT3|DRQSDT4|DRQSDT5|DRQSDT6|DRQSDT7|DRQSDT8|DRQSDT9|DRQSDT10|DRQSDT11|DRQSDT12|DRQSDT91|DR1TNUMF|DR1TKCAL|DR1TPROT|DR1TCARB|DR1TSUGR|DR1TFIBE|DR1TTFAT|DR1TSFAT|DR1TMFAT|DR1TPFAT|DR1TCHOL|DR1TATOC|DR1TATOA|DR1TRET|DR1TVARA|DR1TACAR|DR1TBCAR|DR1TCRYP|DR1TLYCO|DR1TLZ|DR1TVB1|DR1TVB2|DR1TNIAC|DR1TVB6|DR1TFOLA|DR1TFA|DR1TFF|DR1TFDFE|DR1TCHL|DR1TVB12|DR1TB12A|DR1TVC|DR1TVD|DR1TVK|DR1TCALC|DR1TPHOS|DR1TMAGN|DR1TIRON|DR1TZINC|DR1TCOPP|DR1TSODI|DR1TPOTA|DR1TSELE|DR1TCAFF|DR1TTHEO|DR1TALCO|DR1TMOIS|DR1TS040|DR1TS060|DR1TS080|DR1TS100|DR1TS120|DR1TS140|DR1TS160|DR1TS180|DR1TM161|DR1TM181|DR1TM201|DR1TM221|DR1TP182|DR1TP183|DR1TP184|DR1TP204|DR1TP205|DR1TP225|DR1TP226|DR1_300|DR1_320Z|DR1_330Z|DR1BWATZ|DR1TWS|DRD340|DRD350A|DRD350AQ|DRD350B|DRD350BQ|DRD350C|DRD350CQ|DRD350D|DRD350DQ|DRD350E|DRD350EQ|DRD350F|DRD350FQ|DRD350G|DRD350GQ|DRD350H|DRD350HQ|DRD350I|DRD350IQ|DRD350J|DRD350JQ|DRD350K|DRD360|DRD370A|DRD370AQ|DRD370B|DRD370BQ|DRD370C|DRD370CQ|DRD370D|DRD370DQ|DRD370E|DRD370EQ|DRD370F|DRD370FQ|DRD370G|DRD370GQ|DRD370H|DRD370HQ|DRD370I|DRD370IQ|DRD370J|DRD370JQ|DRD370K|DRD370KQ|DRD370L|DRD370LQ|DRD370M|DRD370MQ|DRD370N|DRD370NQ|DRD370O|DRD370OQ|DRD370P|DRD370PQ|DRD370Q|DRD370QQ|DRD370R|DRD370RQ|DRD370S|DRD370SQ|DRD370T|DRD370TQ|DRD370U|DRD370UQ|DRD370V,
G,diet2,DR2TOT_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR2TOT_G.xpt,True,True,9338,83,SEQN|WTDRD1|WTDR2D|DR2DRSTZ|DR2EXMER|DRABF|DRDINT|DR2DBIH|DR2DAY|DR2LANG|DR2MNRSP|DR2HELPD|DR2TNUMF|DR2TKCAL|DR2TPROT|DR2TCARB|DR2TSUGR|DR2TFIBE|DR2TTFAT|DR2TSFAT|DR2TMFAT|DR2TPFAT|DR2TCHOL|DR2TATOC|DR2TATOA|DR2TRET|DR2TVARA|DR2TACAR|DR2TBCAR|DR2TCRYP|DR2TLYCO|DR2TLZ|DR2TVB1|DR2TVB2|DR2TNIAC|DR2TVB6|DR2TFOLA|DR2TFA|DR2TFF|DR2TFDFE|DR2TCHL|DR2TVB12|DR2TB12A|DR2TVC|DR2TVD|DR2TVK|DR2TCALC|DR2TPHOS|DR2TMAGN|DR2TIRON|DR2TZINC|DR2TCOPP|DR2TSODI|DR2TPOTA|DR2TSELE|DR2TCAFF|DR2TTHEO|DR2TALCO|DR2TMOIS|DR2TS040|DR2TS060|DR2TS080|DR2TS100|DR2TS120|DR2TS140|DR2TS160|DR2TS180|DR2TM161|DR2TM181|DR2TM201|DR2TM221|DR2TP182|DR2TP183|DR2TP184|DR2TP204|DR2TP205|DR2TP225|DR2TP226|DR2_300|DR2_320Z|DR2_330Z|DR2BWATZ|DR2TWS,
G,biochem,BIOPRO_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BIOPRO_G.xpt,True,True,6549,38,SEQN|LBXSAL|LBDSALSI|LBXSATSI|LBXSASSI|LBXSAPSI|LBXSBU|LBDSBUSI|LBXSCA|LBDSCASI|LBXSCK|LBXSCH|LBDSCHSI|LBXSC3SI|LBXSCR|LBDSCRSI|LBXSGTSI|LBXSGL|LBDSGLSI|LBXSIR|LBDSIRSI|LBXSLDSI|LBXSPH|LBDSPHSI|LBXSTB|LBDSTBSI|LBXSTP|LBDSTPSI|LBXSUA|LBDSUASI|LBXSNASI|LBXSKSI|LBXSCLSI|LBXSOSSI|LBXSGB|LBDSGBSI|LBXSTR|LBDSTRSI,
G,rx,RXQ_RX_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/RXQ_RX_G.xpt,True,True,18704,7,SEQN|RXDUSE|RXDDRUG|RXDDRGID|RXQSEEN|RXDDAYS|RXDCOUNT,
G,body,BMX_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BMX_G.xpt,True,True,9338,26,SEQN|BMDSTATS|BMXWT|BMIWT|BMXRECUM|BMIRECUM|BMXHEAD|BMIHEAD|BMXHT|BMIHT|BMXBMI|BMDBMIC|BMXLEG|BMILEG|BMXARML|BMIARML|BMXARMC|BMIARMC|BMXWAIST|BMIWAIST|BMXSAD1|BMXSAD2|BMXSAD3|BMXSAD4|BMDAVSAD|BMDSADCM,
G,diabetes,DIQ_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DIQ_G.xpt,True,True,9364,53,SEQN|DIQ010|DID040|DIQ160|DIQ170|DIQ172|DIQ175A|DIQ175B|DIQ175C|DIQ175D|DIQ175E|DIQ175F|DIQ175G|DIQ175H|DIQ175I|DIQ175J|DIQ175K|DIQ175L|DIQ175M|DIQ175N|DIQ175O|DIQ175P|DIQ175Q|DIQ175R|DIQ175S|DIQ175T|DIQ175U|DIQ175V|DIQ175W|DIQ180|DIQ050|DID060|DIQ060U|DIQ070|DIQ230|DIQ240|DID250|DID260|DIQ260U|DIQ275|DIQ280|DIQ291|DIQ300S|DIQ300D|DID310S|DID310D|DID320|DID330|DID341|DID350|DIQ350U|DIQ360|DIQ080,
G,medical,MCQ_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/MCQ_G.xpt,False,True,9364,92,SEQN|MCQ010|MCQ025|MCQ035|MCQ040|MCQ050|MCQ051|MCQ053|MCQ070|MCQ075|MCQ080|MCQ082|MCQ084|MCQ086|MCQ092|MCD093|MCQ140|MCQ149|MCQ160A|MCQ180A|MCQ195|MCQ160N|MCQ180N|MCQ160B|MCQ180B|MCQ160C|MCQ180C|MCQ160D|MCQ180D|MCQ160E|MCQ180E|MCQ160F|MCQ180F|MCQ160G|MCQ180G|MCQ160M|MCQ170M|MCQ180M|MCQ160K|MCQ170K|MCQ180K|MCQ160L|MCQ170L|MCQ180L|MCQ220|MCQ230A|MCQ230B|MCQ230C|MCQ230D|MCQ240A|MCQ240AA|MCQ240B|MCQ240BB|MCQ240C|MCQ240CC|MCQ240D|MCQ240DD|MCQ240DK|MCQ240E|MCQ240F|MCQ240G|MCQ240H|MCQ240I|MCQ240J|MCQ240K|MCQ240L|MCQ240M|MCQ240N|MCQ240O|MCQ240P|MCQ240Q|MCQ240R|MCQ240S|MCQ240T|MCQ240U|MCQ240V|MCQ240W|MCQ240X|MCQ240Y|MCQ240Z|MCQ300A|MCQ300B|MCQ300C|MCQ365A|MCQ365B|MCQ365C|MCQ365D|MCQ370A|MCQ370B|MCQ370C|MCQ370D|MCQ380,
G,bpq,BPQ_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BPQ_G.xpt,False,True,6175,15,SEQN|BPQ020|BPQ030|BPD035|BPQ040A|BPQ050A|BPQ057|BPQ056|BPD058|BPQ059|BPQ080|BPQ060|BPQ070|BPQ090D|BPQ100D,
H,demo,DEMO_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/DEMO_H.xpt,True,True,10175,47,SEQN|SDDSRVYR|RIDSTATR|RIAGENDR|RIDAGEYR|RIDAGEMN|RIDRETH1|RIDRETH3|RIDEXMON|RIDEXAGM|DMQMILIZ|DMQADFC|DMDBORN4|DMDCITZN|DMDYRSUS|DMDEDUC3|DMDEDUC2|DMDMARTL|RIDEXPRG|SIALANG|SIAPROXY|SIAINTRP|FIALANG|FIAPROXY|FIAINTRP|MIALANG|MIAPROXY|MIAINTRP|AIALANGA|DMDHHSIZ|DMDFMSIZ|DMDHHSZA|DMDHHSZB|DMDHHSZE|DMDHRGND|DMDHRAGE|DMDHRBR4|DMDHREDU|DMDHRMAR|DMDHSEDU|WTINT2YR|WTMEC2YR|SDMVPSU|SDMVSTRA|INDHHIN2|INDFMIN2|INDFMPIR,
